destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Castilla y León,Ávila,Navalperal de Pinares,true,0516101,Urbanización en Navalperal de Pinares,05161,Privada,false,Residencial,Sin uso,"Según informan desde la <a href=""https://www.neourbe.com/"" target=""_blank"">inmobiliaria Neourbe</a>, se trata de una promoción urbanística de al menos 25 chalets distribuidos en varias calles del municipio de Navalperal de Pinares. Las construcciones llevan paradas alrededor de 15 años y nunca se llegaron a terminar. Actualmente están abandonados, vandalizados y en mal estado. En algunos portales web se ofrece la posibilidad de adquirir estos terrenos urbanizables.","Calle Islas Canarias, 05240",40.5919391,-4.4061569,"https://www.google.com/maps/@40.5919391,-4.4061569,3a,75y,306.21h,88.1t/data=!3m7!1e1!3m5!1sme_yZMokpB84zVL0ZnwIRw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dme_yZMokpB84zVL0ZnwIRw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D347.87964%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/navalperalpinares_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/navalperalpinares_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/navalperalpinares_13.jpg,,Neourbe,Previo al lanzamiento del proyecto
,Castilla y León,Salamanca,Pelabravo,true,3724001,Urbanización La Ladera,37240,Privada,false,Residencial,Sin uso,"El proyecto de urbanización La Ladera preveía añadir al municipio de Pelabravo casi 2.000 nuevos habitantes. El estado actual, según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg y en las imágenes de Google Maps hasta noviembre de 2014, es que sigue sin edificar, con obras de urbanización y jardinería inconclusas. Por el momento no se ha obtenido más información desde el ayuntamiento.","Carretera de Santa Marta de Tormes a Nuevo Naharros, Pelabravo, 37181",40.9597516,-5.590414,"https://www.google.com/maps/@40.9597516,-5.590414,3a,75y,180.25h,76.13t/data=!3m6!1e1!3m4!1s4WLw04DxncjHKWZiouiaTw!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla y León,Ávila,Barrio del Pradillo (Blascosancho),true,0503501,Urbanización La Loma,05035,Privada,false,Residencial,Sin uso,"Se trata de una promoción de 21 viviendas adosadas en la urbanización La Loma, cerca de Barrio del Pradillo, en el municipio de Blascosancho. Fuentes del consistorio afirman que lleva así desde que estalló la crisis económica y que ha pasado por distintas entidades bancarias. El único cambió que se sopesó fue vallar el perímetro, pero ni siquiera eso se ha llegado a ejecutar. En algunos portales web se ofrece la posibilidad de comprar las viviendas. Las imágenes de Google Maps, de julio de 2022, muestran el estado actual de la construcción, y que lleva así por lo menos desde diciembre de 2008.","CL-507, 05290",40.8868643,-4.6137669,"https://www.google.com/maps/@40.8868643,-4.6137669,3a,75y,148.06h,93.71t/data=!3m6!1e1!3m4!1sC8-9uxWWlskcYh-KaveYzQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,DatosRTVE,Previo al lanzamiento del proyecto
,Andalucía,Granada,Otura,true,1814901,Urbanización Las Alondras,18149,Privada,false,Residencial,Uso parcial,"El proyecto de la Urbanización Las Alondras será rehabilitado próximamente, gracias a la intervención del Ayuntamiento, que ha desbloqueado y solucionado los problemas que rodeaban al plan. Según apunta el diario <a href=""https://www.granadahoy.com/area_metropolitana/fin-problemas-urbanisticos-Alondras-Otura-decada_0_1688831887.html"" target=""_blank""><i>Granada Hoy</i></a>, el equipo de gobierno del PP que aprobó el plan fue condenado en el año 2015 a penas de multa e inhabilitación por prevaricación urbanística. Desde el área de urbanismo del consistorio comentan que todo sigue tal y como se ve en las imágenes de Google Maps de febrero de 2023.","Avenida Azalea 97, 18630",37.0784795,-3.6238017,"https://www.google.com/maps/@37.0784795,-3.6238017,3a,75y,151.88h,82.77t/data=!3m6!1e1!3m4!1s8ra-lYvVhiAvWN6QAccZ6w!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla y León,Zamora,Corrales del Vino,true,4905401,Urbanización Lomas de Valparaíso,49054,Privada,false,Residencial,Sin uso,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Algunas imágenes panorámicas de Google Maps, de abril de 2018, muestran pequeñas construcciones pero sin una ordenación clara. Desde el Ayuntamiento de Corrales del Vino confirman que ese proyecto lleva abandonado años y que se pretende impulsar una modificación en el tipo de suelo de esa zona para que pase de urbanizable a rústico.","Carretera N-630, 49706",41.2835993,-5.719595,"https://www.google.com/maps/@41.2835993,-5.719595,3a,75y,60.07h,77.99t/data=!3m6!1e1!3m4!1s7CYDBeViY12Lz7MX3BrUYw!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,Cadáveres inmobiliarios,Previo al lanzamiento del proyecto
destacado,Castilla y León,Burgos,Buniel,true,0905801,Urbanización Soto del Real,09058,Privada,false,Residencial,Sin uso,"La Urbanización Ciudad Jardín Soto del Real, proyectada por la promotora Martinsa-Fadesa, lleva congelada desde hace casi 20 años. En 2008, la empresa entró en concurso de acreedores y supuso el fin del sueño de muchos en Buniel. Para el ayuntamiento, los restos del plan se han convertido en un problema que incluye vandalismo y saqueos. Su alcalde, Jesús Díez Monzón, teme que ocurra algún accidente en la zona.","Autovía A-62, 09230",42.3138877,-3.8190581,"https://www.google.com/maps/@42.3138877,-3.8190581,3a,75y,91.28h,87.56t/data=!3m6!1e1!3m4!1saJtOo4SK91t-MNckqC5vyA!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/buniel_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/buniel_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/buniel_13.jpg,,En Portada (RTVE),Previo al lanzamiento del proyecto
,Cataluña,Lleida,Espuy (La Torre de Cabdella),true,2522701,Vallfosca Mountain y Golf Resort,25227,Privada,false,Residencial,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Del proyecto Vallfosca Mountain y Golf Resort quedan algunas estructuras en pie, pero también otras a medio construir. El portal <a href=""https://www.lugaresdenieve.com/?q=es/reportaje/historia-del-proyecto-fallido-vallfosca-interllacs-esqui-resort"" target=""_blank""><i>Lugares de Nieve</i></a> hizo en 2018 un extenso reportaje mostrando cómo iba a ser este ""referente del sur de Europa"". Las imágenes de Google Maps no van más allá de agosto de 2009, pero desde el Ayuntamiento de La Torre de Cabdella confirman que todo continúa igual. Las construcciones han salido a subasta pública y algunas parcelas están ahora en manos de varios bancos.","L-503, 25515",42.4545211,0.9899281,"https://www.google.com/maps/@42.4545211,0.9899281,3a,75y,264.14h,91.41t/data=!3m7!1e1!3m5!1sD1vawoaIIvn01uvJ5oqQFw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DD1vawoaIIvn01uvJ5oqQFw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D126.32302%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_1.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_12.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_13.jpg,Laurent Dominique (EFE),"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Cataluña,Lleida,Espuy (La Torre de Cabdella),false,2522701,Vallfosca Mountain y Golf Resort,25227,Privada,false,Deportivo,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Del proyecto Vallfosca Mountain y Golf Resort quedan algunas estructuras en pie, pero también otras a medio construir. El portal <a href=""https://www.lugaresdenieve.com/?q=es/reportaje/historia-del-proyecto-fallido-vallfosca-interllacs-esqui-resort"" target=""_blank""><i>Lugares de Nieve</i></a> hizo en 2018 un extenso reportaje mostrando cómo iba a ser este ""referente del sur de Europa"". Las imágenes de Google Maps no van más allá de agosto de 2009, pero desde el Ayuntamiento de La Torre de Cabdella confirman que todo continúa igual. Las construcciones han salido a subasta pública y algunas parcelas están ahora en manos de varios bancos.","L-503, 25515",42.4545211,0.9899281,"https://www.google.com/maps/@42.4545211,0.9899281,3a,75y,264.14h,91.41t/data=!3m7!1e1!3m5!1sD1vawoaIIvn01uvJ5oqQFw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DD1vawoaIIvn01uvJ5oqQFw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D126.32302%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_1.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_12.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_13.jpg,Laurent Dominique (EFE),"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Cataluña,Lleida,Espuy (La Torre de Cabdella),false,2522701,Vallfosca Mountain y Golf Resort,25227,Privada,false,Comercial/ocio,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Del proyecto Vallfosca Mountain y Golf Resort quedan algunas estructuras en pie, pero también otras a medio construir. El portal <a href=""https://www.lugaresdenieve.com/?q=es/reportaje/historia-del-proyecto-fallido-vallfosca-interllacs-esqui-resort"" target=""_blank""><i>Lugares de Nieve</i></a> hizo en 2018 un extenso reportaje mostrando cómo iba a ser este ""referente del sur de Europa"". Las imágenes de Google Maps no van más allá de agosto de 2009, pero desde el Ayuntamiento de La Torre de Cabdella confirman que todo continúa igual. Las construcciones han salido a subasta pública y algunas parcelas están ahora en manos de varios bancos.","L-503, 25515",42.4545211,0.9899281,"https://www.google.com/maps/@42.4545211,0.9899281,3a,75y,264.14h,91.41t/data=!3m7!1e1!3m5!1sD1vawoaIIvn01uvJ5oqQFw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DD1vawoaIIvn01uvJ5oqQFw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D126.32302%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_1.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_12.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_13.jpg,Laurent Dominique (EFE),"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Cataluña,Barcelona,Rubí,true,0818401,Vivienda en Rubí,08184,Privada,false,Residencial,Sin uso,"En <a href=""https://www.solvia.es/es/propiedades/comprar/en-construccion-rubi-80534-102660"" target=""_blank"">Solvia</a> se anuncia esta vivienda unifamiliar. Según nos cuentan fuentes de la inmobiliaria, lleva en venta desde hace tres años y solo recibe, como mucho, cuatro o cinco llamadas al año.","Calle Sagunto 21, 08191",41.5004116,2.0358572,"https://www.google.com/maps/@41.5004116,2.0358572,3a,75y,138.36h,96.56t/data=!3m6!1e1!3m4!1s7-YEhPprJ9H8f4_nvR0WPw!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/rubi_1.jpg,Solvia Inmobiliaria,https://rtve.es/contenidos/fotos/datos/2023/hormigon/rubi_12.jpg,Solvia Inmobiliaria,https://rtve.es/contenidos/fotos/datos/2023/hormigon/rubi_13.jpg,Solvia Inmobiliaria,DatosRTVE,Previo al lanzamiento del proyecto
,Andalucía,Almería,Níjar,true,0406601,Viviendas abandonadas,04066,Privada,false,Residencial,Sin uso,"Según explica David Hume, en esa zona hay tres viviendas abandonadas ""seguramente nunca usadas"" en el término municipal de Níjar, cerca de Rodalquilar y La Isleta. Se encuentran a 364 metros de altitud y cuentan con unas ""vistas preciosas""; también webs dedicadas al senderismo, como <a href=""https://senderosdealmeria.es/cabo-de-gata/sendero-requena/"" target=""_blank"">Senderos de Almería</a>, las mencionan en la ruta de ""Sendero Requena"". En Google Maps no se ofrece la opción de Google Street View en esa zona, pero algunos usuarios han subido imágenes aéreas en las que se divisan estas construcciones. Por el momento no se dispone de más detalles desde por parte del Ayuntamiento de Níjar y la foto que aparece ilustrando la zona data de 2019.","Cortijo de la Rellana, 04118",36.833056,-2.059444,"https://www.google.com/maps/place/36%C2%B049'59.0%22N+2%C2%B003'34.0%22W/@36.8329402,-2.0593611,15z/data=!4m4!3m3!8m2!3d36.8330556!4d-2.0594444?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/nijar_1.jpg,,,,,,David Hume,02/06/2023
,Cantabria,Cantabria,Castro-Urdiales,true,3920002,Viviendas abandonadas,39020,Privada,false,Residencial,Sin uso,"Se trata de una docena de viviendas unifamiliares a medio construir. El histórico de imágenes de Google Maps permite comprobar que comenzaron a erigirse en torno al año 2009. Los cambios más aparentes han sido las pintadas y las vallas, que se han reforzado con el paso del tiempo. Durante unos años formó parte de la inmobiliaria Aliseda, aunque en su catálogo no figura actualmente.","Barrio Mioño 31, 39709",43.3546615,-3.2035701,"https://www.google.com/maps/@43.3546615,-3.2035701,3a,75y,309.77h,93.51t/data=!3m7!1e1!3m5!1sg1jJ-QI4PQ_BCehmjmqQzg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dg1jJ-QI4PQ_BCehmjmqQzg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D274.87433%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/castrourdiales_21.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/castrourdiales_22.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/castrourdiales_23.jpg,,Anónimo,30/03/2023
,Cataluña,Tarragona,Les Pedreres (Santa Oliva),true,4314005,Viviendas en Les Pedreres,43140,Privada,false,Residencial,Sin uso,"Tras la maleza se distingue unas construcciones a medio acabar. Se trata de otro ejemplo de edificio cuyos constructores no solicitaron una prórroga para finalizar la obra, según cuentan desde el Ayuntamiento de Santa Oliva. Las imágenes más recientes son de Google Maps, de agosto de 2022. No obstante, gracias a su histórico, se puede ver que en julio de 2013 las obras seguían y que iban a ser cuatro casas, y que en noviembre de 2009 los cimientos aún no estaban puestos y tan solo había un solar.","Carrer de Sant Josep 15, 43710",41.2403444,1.5349926,"https://www.google.com/maps/@41.2403444,1.5349926,3a,75y,199.23h,75.83t/data=!3m6!1e1!3m4!1sEhrDyThveLa2mg76krJ9uw!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,Ayuntamiento Santa Oliva,16/06/2023
,Islas Canarias,Las Palmas,Mogán,true,3501202,Viviendas en Mogán,35012,Privada,false,Residencial,Sin uso,"Bloque de varias plantas hundido en la roca en el municipio de Mogán, similar a otra estructura en la misma localidad. Las imágenes de Google Street View más cercanas a la zona son de marzo de 2009; en diciembre de 2018 <a href=""https://www.google.es/maps/@27.8009159,-15.731941,3a,48.1y,319.8h,93.26t/data=!3m6!1e1!3m4!1s-GeGDhEfcqYfs28XEzM3kQ!2e0!7i13312!8i6656?entry=ttu"" target=""_blank"">seguía ahí sin ningún avance aparente</a>. Desde el consistorio no se ha obtenido ninguna información por el momento.","Calle El Alcaraván 4, 35138",27.80301655601032,-15.733745276308055,"https://www.google.es/maps/@27.8022178,-15.7334107,3a,53.6y,328.32h,102.14t/data=!3m7!1e1!3m5!1sYN3FOlxGxgcDb2Ny3apryA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DYN3FOlxGxgcDb2Ny3apryA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D356.73947%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,DatosRTVE,16/06/2023
